gene_id	transcript_id	gene_name	gene_length	CDS
ENSG00000062485.19	ENST00000548567.5	CS	3057	472-1674
ENSG00000144785.8	ENST00000549318.5	AC073896.1	937	149-937
ENSG00000257727.6	ENST00000273308.9	CNPY2	1450	194-742
ENSG00000135473.15	ENST00000610546.4	PAN2	5301	307-3915
ENSG00000110944.9	ENST00000228534.6	IL23A	1037	162-731
ENSG00000170581.14	ENST00000652741.1	STAT2	4740	47-658
ENSG00000175336.10	ENST00000398189.4	APOF	1750	113-1093
ENSG00000111602.12	ENST00000553532.6	TIMELESS	5158	179-3805
ENSG00000135517.9	ENST00000652304.1	MIP	2614	45-836
ENSG00000285528.1	ENST00000648304.1	AC097104.1	2246	53-250
ENSG00000176422.14	ENST00000338146.7	SPRYD4	10769	15-638
ENSG00000135423.13	ENST00000486433.5	GLS2	2694	280-1263
ENSG00000076067.13	ENST00000262031.10	RBMS2	8488	205-1428
ENSG00000076108.11	ENST00000379441.7	BAZ2A	8831	182-5809
ENSG00000110955.9	ENST00000262030.8	ATP5F1B	1759	22-1611
ENSG00000110958.16	ENST00000614328.4	PTGES3	2077	447-941
ENSG00000196531.13	ENST00000454682.6	NACA	6387	40-6276
ENSG00000285625.1	ENST00000647707.1	AC117378.1	588	1-588
ENSG00000198056.15	ENST00000672280.1	PRIM1	1875	77-1456
ENSG00000025423.11	ENST00000554643.5	HSD17B6	1751	350-1303
ENSG00000170426.2	ENST00000293502.2	SDR9C7	1789	148-1089
ENSG00000139547.7	ENST00000398138.4	RDH16	2409	858-1811
ENSG00000166856.3	ENST00000300098.3	GPR182	3411	174-1388
ENSG00000166860.3	ENST00000300101.3	ZBTB39	6268	187-2325
ENSG00000166863.13	ENST00000393867.5	TAC3	1237	140-547
ENSG00000166866.13	ENST00000442789.6	MYO1A	3658	289-3420
ENSG00000166881.10	ENST00000300128.9	NEMP1	5617	47-1381
ENSG00000166886.13	ENST00000300131.8	NAB2	2491	159-1736
ENSG00000166888.12	ENST00000553533.2	STAT6	4018	327-2924
ENSG00000123384.14	ENST00000243077.8	LRP1	14923	483-14117
ENSG00000182379.10	ENST00000556415.1	NXPH4	2007	142-252
ENSG00000182199.11	ENST00000555774.5	SHMT2	2311	338-535
ENSG00000185633.10	ENST00000393825.5	NDUFA4L2	1186	265-528
ENSG00000185482.8	ENST00000332782.7	STAC3	1645	197-1291
ENSG00000258830.1	ENST00000548184.1	AC137834.1	2107	1-195
ENSG00000179912.20	ENST00000402412.5	R3HDM2	4372	392-3364
ENSG00000175189.4	ENST00000309668.3	INHBC	3202	104-1162
ENSG00000139269.3	ENST00000266646.3	INHBE	2460	231-1283
ENSG00000111087.10	ENST00000228682.7	GLI1	3972	445-3765
ENSG00000123329.20	ENST00000393797.7	ARHGAP9	2912	407-2659
ENSG00000166986.15	ENST00000537638.6	MARS1	3592	687-2327
ENSG00000175197.12	ENST00000551116.5	DDIT3	1067	269-847
ENSG00000285133.1	ENST00000642841.1	AC022506.1	105	1-105
ENSG00000166987.15	ENST00000355673.8	MBD6	4202	277-3288
ENSG00000175203.16	ENST00000548249.6	DCTN2	1973	130-1335
ENSG00000155980.13	ENST00000674619.1	KIF5A	5814	246-3365
ENSG00000166908.18	ENST00000354947.10	PIP4K2C	3176	99-1364
ENSG00000178498.16	ENST00000548198.5	DTX3	3199	1505-2548
ENSG00000240771.8	ENST00000286494.9	ARHGEF25	2554	461-2203
ENSG00000287908.1	ENST00000474359.7	AC025165.6	2773	1-740
ENSG00000135502.18	ENST00000320442.9	SLC26A10	2408	312-2003
ENSG00000135454.14	ENST00000341156.9	B4GALNT1	5368	432-2033
ENSG00000135506.16	ENST00000315970.12	OS9	2682	31-2034
ENSG00000135439.11	ENST00000257897.7	AGAP2	5388	87-2597
ENSG00000135452.10	ENST00000257910.8	TSPAN31	3678	117-749
ENSG00000135446.17	ENST00000257904.11	CDK4	1865	156-1067
ENSG00000139266.6	ENST00000266643.6	MARCHF9	2981	427-1467
ENSG00000111012.10	ENST00000228606.9	CYP27B1	2372	38-1564
ENSG00000037897.17	ENST00000324871.12	METTL1	1378	23-853
ENSG00000123427.17	ENST00000333012.5	EEF1AKMT3	2762	48-497
ENSG00000257921.6	ENST00000651284.1	AC025165.3	2246	66-668
ENSG00000123297.20	ENST00000651066.1	TSFM	2534	13-426
ENSG00000135407.10	ENST00000257861.7	AVIL	2891	432-2891
ENSG00000175215.11	ENST00000398073.7	CTDSP2	4785	295-1110
ENSG00000166896.9	ENST00000300145.4	ATP23	3134	136-876
ENSG00000139263.12	ENST00000320743.8	LRIG3	4046	270-3629
ENSG00000118596.12	ENST00000547379.6	SLC16A7	11936	338-1774
ENSG00000198673.10	ENST00000416284.7	TAFA2	4128	1586-1981
ENSG00000135655.16	ENST00000280377.10	USP15	14971	12-2957
ENSG00000061987.16	ENST00000393630.8	MON2	13263	383-5536
ENSG00000111110.12	ENST00000228705.7	PPM1H	6454	415-1959
ENSG00000166148.4	ENST00000299178.4	AVPR1A	6222	366-1622
ENSG00000177990.12	ENST00000324472.9	DPY19L2	3976	101-2377
ENSG00000118600.12	ENST00000537373.5	RXYLT1	1966	949-1500
ENSG00000196935.9	ENST00000355086.8	SRGAP1	22920	118-3375
ENSG00000174206.13	ENST00000398055.8	C12orf66	4159	60-1397
ENSG00000185306.13	ENST00000543942.7	C12orf56	4483	194-2062
ENSG00000184575.12	ENST00000332707.10	XPOT	6370	488-3376
ENSG00000183735.10	ENST00000650786.1	TBK1	3244	82-204
ENSG00000153179.13	ENST00000542104.6	RASSF3	3507	139-855
ENSG00000135677.11	ENST00000258145.8	GNS	5081	131-1789
ENSG00000111490.15	ENST00000542120.6	TBC1D30	8312	294-3068
ENSG00000288591.1	ENST00000674281.1	AC078815.1	6883	530-2473
ENSG00000156076.10	ENST00000286574.9	WIF1	1977	115-1254
ENSG00000174106.3	ENST00000308330.3	LEMD3	4780	15-2750
ENSG00000174099.12	ENST00000646299.1	MSRB3	4571	478-1035
ENSG00000149948.14	ENST00000541363.5	HMGA2	8094	374-673
ENSG00000139233.7	ENST00000266604.7	LLPH	7728	54-443
ENSG00000228144.2	ENST00000539652.1	AC078927.1	984	35-541
ENSG00000155957.18	ENST00000358230.8	TMBIM4	2876	46-762
ENSG00000090376.11	ENST00000261233.9	IRAK3	8328	87-1877
ENSG00000127311.10	ENST00000545134.1	HELB	3586	25-3288
ENSG00000155974.12	ENST00000359742.8	GRIP1	5216	242-3628
ENSG00000111530.13	ENST00000545606.6	CAND1	11176	361-4053
ENSG00000127334.11	ENST00000344096.4	DYRK2	8888	390-2195
ENSG00000111537.5	ENST00000229135.4	IFNG	1211	126-626
ENSG00000111536.5	ENST00000229134.5	IL26	1066	55-570
ENSG00000127318.11	ENST00000538666.6	IL22	1165	69-608
ENSG00000111554.14	ENST00000303145.11	MDM1	2918	88-2232
ENSG00000127314.18	ENST00000250559.14	RAP1B	13378	172-726
ENSG00000111581.10	ENST00000229179.9	NUP107	6213	89-2866
ENSG00000175782.11	ENST00000398004.4	SLC35E3	17722	203-1144
ENSG00000135679.25	ENST00000258149.10	MDM2	12632	302-1795
ENSG00000135678.12	ENST00000338356.7	CPM	6636	48-1379
ENSG00000111605.18	ENST00000650046.1	CPSF6	7525	48-545
ENSG00000090382.7	ENST00000261267.7	LYZ	1490	29-475
ENSG00000127337.7	ENST00000247843.7	YEATS4	1468	231-914
ENSG00000166225.8	ENST00000550389.5	FRS2	6600	247-1773
ENSG00000166226.13	ENST00000543146.2	CCT2	2189	483-1949
ENSG00000198812.5	ENST00000361484.5	LRRC10	2344	70-903
ENSG00000127325.19	ENST00000330891.10	BEST3	3419	115-2121
ENSG00000127328.22	ENST00000550536.5	RAB3IP	9646	458-1888
ENSG00000258052.1	ENST00000550437.1	AC025263.2	548	1-231
ENSG00000166268.11	ENST00000552032.7	MYRFL	3590	292-3024
ENSG00000111596.13	ENST00000551483.5	CNOT2	4753	4156-4731
ENSG00000135643.5	ENST00000258111.5	KCNMB4	4717	446-1078
ENSG00000127329.15	ENST00000334414.10	PTPRB	12316	46-6693
ENSG00000153233.13	ENST00000283228.7	PTPRR	3427	349-2322
ENSG00000127324.9	ENST00000393330.6	TSPAN8	1516	554-1267
ENSG00000139292.13	ENST00000266674.10	LGR5	4583	284-3007
ENSG00000133858.17	ENST00000552994.5	ZFC3H1	7597	210-5942
ENSG00000173451.7	ENST00000308086.3	THAP2	4432	210-896
ENSG00000258064.1	ENST00000548802.1	AC073612.1	771	1-255
ENSG00000139291.14	ENST00000266673.10	TMEM19	5662	600-1610
ENSG00000080371.6	ENST00000261263.5	RAB21	15558	268-945
ENSG00000121749.15	ENST00000550746.5	TBC1D15	6184	65-2140
ENSG00000139287.13	ENST00000333850.4	TPH2	2360	143-1615
ENSG00000072657.9	ENST00000261180.9	TRHDE	11047	410-3484
ENSG00000253719.4	ENST00000519948.4	ATXN7L3B	7596	279-572
ENSG00000166006.14	ENST00000549446.6	KCNC2	5596	653-2569
ENSG00000180881.19	ENST00000328705.7	CAPS2	3831	53-178
ENSG00000173401.10	ENST00000378695.9	GLIPR1L1	1172	60-788
ENSG00000180481.11	ENST00000550916.6	GLIPR1L2	2590	29-1063
ENSG00000139278.10	ENST00000266659.8	GLIPR1	5812	127-927
ENSG00000111615.14	ENST00000229214.9	KRR1	10104	13-1158
ENSG00000139289.13	ENST00000266671.9	PHLDA1	8069	2192-3397
ENSG00000187109.15	ENST00000618691.5	NAP1L1	13159	140-1315
ENSG00000179941.9	ENST00000650064.2	BBS10	3568	58-2229
ENSG00000091039.17	ENST00000611266.4	OSBPL8	7239	607-3150
ENSG00000186908.14	ENST00000426126.6	ZDHHC17	5259	650-2548
ENSG00000175183.10	ENST00000552330.5	CSRP2	910	56-787
ENSG00000165891.16	ENST00000322886.12	E2F7	5725	226-2961
ENSG00000067798.16	ENST00000397909.7	NAV3	10219	569-7726
ENSG00000067715.14	ENST00000261205.9	SYT1	4705	553-1821
ENSG00000177425.11	ENST00000328827.9	PAWR	8991	241-1263
ENSG00000058272.19	ENST00000450142.7	PPP1R12A	5620	167-3259
ENSG00000165899.11	ENST00000547103.6	OTOGL	9981	89-7150
ENSG00000139304.16	ENST00000644991.3	PTPRQ	8261	112-7011
ENSG00000111046.4	ENST00000228641.4	MYF6	1329	87-815
ENSG00000111049.4	ENST00000228644.4	MYF5	1540	153-920
ENSG00000111052.7	ENST00000552864.5	LIN7A	6112	204-905
ENSG00000111058.8	ENST00000548058.6	ACSS3	8391	43-2103
ENSG00000139220.16	ENST00000333447.11	PPFIA2	5517	340-3798
ENSG00000133773.12	ENST00000256151.8	CCDC59	1585	12-737
ENSG00000127720.8	ENST00000248306.8	METTL25	2064	38-1849
ENSG00000179104.9	ENST00000549919.1	TMTC2	6211	1806-4298
ENSG00000072041.17	ENST00000266682.10	SLC6A15	4799	466-2658
ENSG00000231738.11	ENST00000532498.7	TSPAN19	1018	102-848
ENSG00000133640.20	ENST00000393217.7	LRRIQ1	5414	82-5250
ENSG00000180318.4	ENST00000316824.4	ALX1	1332	43-1023
ENSG00000198774.5	ENST00000361228.5	RASSF9	5515	209-1516
ENSG00000133636.11	ENST00000256010.7	NTS	1239	110-622
ENSG00000182050.13	ENST00000611864.4	MGAT4C	25116	57-1493
ENSG00000165805.10	ENST00000298699.7	C12orf50	1711	171-1415
ENSG00000133641.18	ENST00000356891.4	C12orf29	2829	114-1091
ENSG00000198707.17	ENST00000675476.1	CEP290	8696	228-8528
ENSG00000139324.12	ENST00000266712.11	TMTC3	7192	210-2954
ENSG00000049130.16	ENST00000347404.10	KITLG	5737	574-1311
ENSG00000139318.8	ENST00000279488.8	DUSP6	3627	463-1608
ENSG00000139323.14	ENST00000393179.8	POC1B	3096	615-1661
ENSG00000259075.6	ENST00000548729.5	POC1B-GALNT4	5436	304-2031
ENSG00000257594.4	ENST00000529983.3	GALNT4	5385	248-1984
ENSG00000070961.15	ENST00000428670.7	ATP2B1	7032	458-4120
ENSG00000197651.4	ENST00000358859.3	CCER1	2962	435-1655
ENSG00000083782.8	ENST00000261172.8	EPYC	1482	40-1008
ENSG00000139330.6	ENST00000266719.4	KERA	2203	290-1348
ENSG00000139329.5	ENST00000266718.5	LUM	2671	119-1135
ENSG00000011465.18	ENST00000052754.10	DCN	6850	197-1276
ENSG00000133639.6	ENST00000256015.5	BTG1	4629	312-827
ENSG00000187510.10	ENST00000344636.5	PLEKHG7	4497	162-2237
ENSG00000102189.17	ENST00000322349.13	EEA1	9839	230-4465
ENSG00000173598.14	ENST00000337179.9	NUDT4	9753	441-986
ENSG00000177889.10	ENST00000318066.7	UBE2N	4877	64-522
ENSG00000198015.13	ENST00000549982.5	MRPL42	15582	162-590
ENSG00000120833.14	ENST00000548537.1	SOCS2	3733	425-733
ENSG00000169372.13	ENST00000542893.2	CRADD	1403	319-918
ENSG00000136040.9	ENST00000258526.9	PLXNC1	7492	396-5102
ENSG00000173588.15	ENST00000397809.10	CEP83	3686	466-2571
ENSG00000057704.13	ENST00000261226.9	TMCC3	5874	128-1561
ENSG00000184752.13	ENST00000552205.5	NDUFA12	813	1-163
ENSG00000120798.17	ENST00000333003.10	NR2C1	4058	247-2058
ENSG00000180263.14	ENST00000343958.9	FGD6	9291	228-4520
ENSG00000028203.18	ENST00000436874.6	VEZT	4510	45-2384
ENSG00000111142.14	ENST00000323666.10	METAP2	3400	29-1465
ENSG00000136014.12	ENST00000258499.8	USP44	4008	276-2414
ENSG00000074527.13	ENST00000343702.9	NTN4	3621	456-2342
ENSG00000139343.10	ENST00000266735.9	SNRPF	1389	147-407
ENSG00000165972.13	ENST00000546386.1	CCDC38	2599	220-261
ENSG00000139344.8	ENST00000266736.7	AMDHD1	2226	69-1349
ENSG00000084110.11	ENST00000261208.8	HAL	3892	349-2322
ENSG00000111144.10	ENST00000228740.7	LTA4H	2140	69-1904
ENSG00000111145.8	ENST00000228741.8	ELK3	4201	334-1557
ENSG00000059758.8	ENST00000261211.8	CDK17	4036	484-2055
ENSG00000188596.11	ENST00000524981.9	CFAP54	9776	34-9324
ENSG00000139350.12	ENST00000266742.9	NEDD1	4015	306-2288
ENSG00000120802.14	ENST00000556029.6	TMPO	4136	279-1643
ENSG00000075415.13	ENST00000401722.7	SLC25A3	6087	151-1236
ENSG00000166130.15	ENST00000299157.5	IKBIP	2902	88-1221
ENSG00000120868.14	ENST00000551964.6	APAF1	7201	588-4334
ENSG00000185046.18	ENST00000547776.6	ANKS1B	3885	1-3747
ENSG00000180219.2	ENST00000324341.2	FAM71C	1864	423-1148
ENSG00000111647.13	ENST00000279907.12	UHRF1BP1L	5198	240-4634
ENSG00000075089.9	ENST00000188312.6	ACTR6	2464	766-1956
ENSG00000166153.16	ENST00000378244.6	DEPDC4	2337	4-888
ENSG00000136021.19	ENST00000360820.7	SCYL2	5977	645-3434
ENSG00000179520.11	ENST00000323346.10	SLC17A8	3984	319-2088
ENSG00000012504.15	ENST00000548884.5	NR1H4	2884	542-1960
ENSG00000139354.11	ENST00000547754.6	GAS2L3	5736	254-2338
ENSG00000151572.18	ENST00000392977.8	ANO4	4033	393-3260
ENSG00000256870.3	ENST00000536262.3	SLC5A8	4009	391-2223
ENSG00000120800.5	ENST00000261637.5	UTP20	9031	179-8536
ENSG00000120805.14	ENST00000261636.13	ARL1	3197	128-673
ENSG00000166211.8	ENST00000551346.2	SPIC	1217	245-991
ENSG00000196091.15	ENST00000361466.7	MYBPC1	4082	101-3616
ENSG00000111666.11	ENST00000552215.5	CHPT1	4342	1-554
ENSG00000139351.15	ENST00000392927.7	SYCP3	1120	133-843
ENSG00000111670.16	ENST00000299314.12	GNPTAB	5720	285-4055
ENSG00000136048.14	ENST00000258534.13	DRAM1	3279	211-927
ENSG00000120860.11	ENST00000544341.5	WASHC3	945	112-633
ENSG00000075188.9	ENST00000552283.6	NUP37	2362	131-1111
ENSG00000185480.11	ENST00000327680.6	PARPBP	3014	46-1785
ENSG00000183395.5	ENST00000329406.5	PMCH	754	64-561
ENSG00000017427.17	ENST00000337514.11	IGF1	7277	183-644
ENSG00000171759.10	ENST00000553106.6	PAH	3759	115-1473
ENSG00000139352.4	ENST00000266744.4	ASCL1	2481	572-1282
ENSG00000179088.14	ENST00000547347.5	C12orf42	2090	89-412
ENSG00000136011.15	ENST00000388887.7	STAB2	8243	205-7860
ENSG00000111696.12	ENST00000392876.8	NT5DC3	7244	79-1725
ENSG00000166598.15	ENST00000299767.10	HSP90B1	2782	107-2518
ENSG00000204954.10	ENST00000378090.9	C12orf73	1702	158-373
ENSG00000139372.15	ENST00000392872.8	TDG	3183	167-1399
ENSG00000120820.12	ENST00000360814.8	GLT8D2	1880	407-1456
ENSG00000111727.12	ENST00000229330.9	HCFC2	5660	31-2409
ENSG00000120837.8	ENST00000551446.6	NFYB	3508	263-889
ENSG00000198431.16	ENST00000388854.7	TXNRD1	4277	747-2393
ENSG00000255150.2	ENST00000527879.2	EID3	1467	197-1198
ENSG00000171310.11	ENST00000303694.6	CHST11	5734	465-1523
ENSG00000136052.9	ENST00000258538.7	SLC41A2	4449	129-1850
ENSG00000151131.11	ENST00000552951.7	C12orf45	23524	38-595
ENSG00000136010.14	ENST00000652515.1	ALDH1L2	8198	782-3580
ENSG00000136051.15	ENST00000550053.5	WASHC4	5819	87-656
ENSG00000136044.12	ENST00000547439.5	APPL2	3196	192-899
ENSG00000235162.9	ENST00000612117.4	C12orf75	1329	257-412
ENSG00000074590.13	ENST00000261402.6	NUAK1	6828	1381-3366
ENSG00000136026.14	ENST00000378026.5	CKAP4	3121	170-1978
ENSG00000166046.11	ENST00000546625.5	TCP11L2	3198	160-978
ENSG00000013503.10	ENST00000228347.9	POLR3B	4183	133-3534
ENSG00000111783.13	ENST00000392842.6	RFX4	3859	318-2525
ENSG00000111785.21	ENST00000392837.9	RIC8B	5048	65-1747
ENSG00000151135.10	ENST00000548125.5	TMEM263	3349	354-704
ENSG00000120832.10	ENST00000552029.1	MTERF2	3235	2070-3227
ENSG00000008405.12	ENST00000008527.10	CRY1	2987	589-2349
ENSG00000151136.15	ENST00000280758.10	BTBD11	5746	508-3822
ENSG00000136045.12	ENST00000412830.8	PWP1	2549	102-1607
ENSG00000110851.12	ENST00000228437.10	PRDM4	4182	438-2843
ENSG00000187855.5	ENST00000342331.4	ASCL4	2260	832-1353
ENSG00000075035.10	ENST00000547525.6	WSCD2	5082	1191-2888
ENSG00000174600.14	ENST00000550402.6	CMKLR1	5488	572-1693
ENSG00000198855.7	ENST00000552695.6	FICD	3255	144-1520
ENSG00000075856.12	ENST00000546815.6	SART3	4154	20-2911
ENSG00000136003.16	ENST00000535729.5	ISCU	1330	23-487
ENSG00000183160.9	ENST00000392806.4	TMEM119	2662	130-981
ENSG00000110876.10	ENST00000550948.2	SELPLG	2573	161-1399
ENSG00000110880.11	ENST00000420959.6	CORO1C	3921	50-1633
ENSG00000084112.15	ENST00000326495.10	SSH1	13034	88-3237
ENSG00000110887.8	ENST00000549215.5	DAO	2385	95-466
ENSG00000166111.10	ENST00000610966.5	SVOP	6641	201-1847
ENSG00000135093.13	ENST00000257548.10	USP30	3749	104-1657
ENSG00000189046.11	ENST00000429722.3	ALKBH2	1180	378-1163
ENSG00000076248.11	ENST00000539287.5	UNG	2234	180-956
ENSG00000076555.15	ENST00000338432.11	ACACB	9360	120-7496
ENSG00000139445.18	ENST00000299162.10	FOXN4	3416	170-1723
ENSG00000174527.9	ENST00000310903.9	MYO1H	4364	59-3175
ENSG00000110906.13	ENST00000228495.11	KCTD10	3920	39-980
ENSG00000151148.14	ENST00000342494.8	UBE3B	5730	604-3810
ENSG00000139428.12	ENST00000545712.7	MMAB	4090	25-777
ENSG00000110921.14	ENST00000228510.8	MVK	2833	95-1285
ENSG00000139438.6	ENST00000538780.2	FAM222A	3685	1120-2478
ENSG00000111199.12	ENST00000675670.1	TRPV4	3597	450-3065
ENSG00000139433.11	ENST00000318348.9	GLTP	2407	168-797
ENSG00000139437.18	ENST00000312777.9	TCHP	3151	215-1711
ENSG00000139436.21	ENST00000355312.8	GIT2	5598	145-2424
ENSG00000076513.17	ENST00000261739.9	ANKRD13A	4241	260-2032
ENSG00000174456.15	ENST00000615315.1	C12orf76	1580	1-408
ENSG00000122970.16	ENST00000242591.10	IFT81	3124	527-2557
ENSG00000174437.17	ENST00000539276.7	ATP2A2	8295	544-3672
ENSG00000196510.12	ENST00000455511.7	ANAPC7	3045	2-1801
ENSG00000111229.16	ENST00000228825.12	ARPC3	946	78-614
ENSG00000111231.9	ENST00000543199.5	GPN3	1604	86-1057
ENSG00000204856.12	ENST00000377673.10	FAM216A	1101	32-853
ENSG00000111237.19	ENST00000549578.6	VPS29	1531	61-609
ENSG00000151164.19	ENST00000409300.6	RAD9B	4164	8-1261
ENSG00000196850.6	ENST00000354300.5	PPTC7	4994	288-1202
ENSG00000204852.16	ENST00000551590.5	TCTN1	2309	157-1920
ENSG00000122986.14	ENST00000356742.9	HVCN1	2189	755-1576
ENSG00000186298.12	ENST00000335007.10	PPP1CC	2552	185-1156
ENSG00000173093.13	ENST00000308208.10	CCDC63	1966	216-1907
ENSG00000111245.17	ENST00000663220.1	MYL2	811	110-553
ENSG00000111249.14	ENST00000261726.11	CUX2	6703	14-4474
ENSG00000198324.13	ENST00000361483.4	PHETA1	3256	441-1229
ENSG00000111252.11	ENST00000341259.7	SH2B3	5431	383-2110
ENSG00000204842.18	ENST00000644883.1	ATXN2	4674	89-2962
ENSG00000089234.16	ENST00000419234.9	BRAP	3996	165-1943
ENSG00000111271.15	ENST00000455480.6	ACAD10	4071	178-3450
ENSG00000257767.3	ENST00000546840.3	AC002996.1	784	1-784
ENSG00000111275.13	ENST00000261733.7	ALDH2	9561	51-1604
ENSG00000089022.14	ENST00000550735.7	MAPKAPK5	11083	507-1922
ENSG00000198270.13	ENST00000547878.6	TMEM116	1716	164-406
ENSG00000089248.7	ENST00000546477.1	ERP29	1698	700-1182
ENSG00000111300.10	ENST00000261745.9	NAA25	5771	11-2929
ENSG00000135148.12	ENST00000257604.9	TRAFD1	3178	618-2366
ENSG00000173064.13	ENST00000377560.9	HECTD4	15759	312-13562
ENSG00000089009.15	ENST00000424576.6	RPL6	1074	187-1053
ENSG00000179295.18	ENST00000351677.7	PTPN11	6073	166-1947
ENSG00000089169.15	ENST00000389385.9	RPH3A	4590	405-2489
ENSG00000089127.14	ENST00000551241.5	OAS1	2416	34-1116
ENSG00000111331.13	ENST00000228928.12	OAS3	6599	58-3321
ENSG00000111335.13	ENST00000392583.7	OAS2	4622	91-2154
ENSG00000135144.7	ENST00000257600.3	DTX1	3455	504-2366
ENSG00000111344.11	ENST00000546530.5	RASAL1	3817	287-2707
ENSG00000186710.11	ENST00000335621.10	CFAP73	1514	1-927
ENSG00000123064.13	ENST00000314045.11	DDX54	4380	29-2677
ENSG00000139405.16	ENST00000549621.5	RITA1	2041	685-1494
ENSG00000166578.10	ENST00000546692.1	IQCD	1872	375-1613
ENSG00000186815.13	ENST00000550785.5	TPCN1	5345	170-2836
ENSG00000089060.11	ENST00000552014.5	SLC8B1	3289	517-2271
ENSG00000151176.8	ENST00000280800.5	PLBD2	4787	15-1784
ENSG00000135094.11	ENST00000257549.9	SDS	1605	123-1109
ENSG00000139410.15	ENST00000345635.8	SDSL	1397	211-1200
ENSG00000089116.4	ENST00000261731.4	LHX5	2739	374-1582
ENSG00000122965.11	ENST00000545145.6	RBM19	4422	80-2962
ENSG00000089225.20	ENST00000310346.8	TBX5	3825	668-2224
ENSG00000135111.16	ENST00000349155.7	TBX3	4733	976-3147
ENSG00000123066.9	ENST00000281928.9	MED13L	9885	563-7195
ENSG00000258102.5	ENST00000556529.4	MAP1LC3B2	818	155-532
ENSG00000111412.6	ENST00000261318.5	C12orf49	8426	170-787
ENSG00000135119.14	ENST00000257575.8	RNFT2	3882	234-1568
ENSG00000135116.9	ENST00000257572.5	HRK	5789	135-410
ENSG00000174989.13	ENST00000652555.1	FBXW8	4861	89-1885
ENSG00000088992.18	ENST00000470612.5	TESC	1057	198-689
ENSG00000135108.15	ENST00000622495.5	FBXO21	5976	15-1880
ENSG00000089250.19	ENST00000618760.4	NOS1	12283	712-5118
ENSG00000171435.14	ENST00000339824.7	KSR2	17775	736-3588
ENSG00000111445.14	ENST00000392542.6	RFC5	2449	534-1493
ENSG00000176871.9	ENST00000315436.8	WSB2	2855	132-1346
ENSG00000176834.14	ENST00000359236.10	VSIG10	5009	341-1963
ENSG00000089220.5	ENST00000261313.3	PEBP1	1431	87-650
ENSG00000135090.14	ENST00000392533.8	TAOK3	4346	454-3150
ENSG00000111707.12	ENST00000543473.2	SUDS3	4724	138-1124
ENSG00000139767.10	ENST00000267260.5	SRRM4	8431	343-2178
ENSG00000152137.8	ENST00000281938.7	HSPB8	1861	383-973
ENSG00000183273.7	ENST00000327554.3	CCDC60	2426	449-2101
ENSG00000224982.4	ENST00000426426.3	TMEM233	2775	76-405
ENSG00000111725.11	ENST00000541640.5	PRKAB1	2303	192-1004
ENSG00000122966.16	ENST00000392521.7	CIT	8736	86-6295
ENSG00000135127.11	ENST00000397558.6	BICDL1	3055	1-1722
ENSG00000111737.12	ENST00000229340.10	RAB35	2855	104-709
ENSG00000089154.11	ENST00000300648.7	GCN1	8681	19-8034
ENSG00000089157.16	ENST00000551150.5	RPLP0	1344	317-1270
ENSG00000089159.16	ENST00000323871.9	PXN	5457	90-2210
ENSG00000089163.4	ENST00000202967.4	SIRT4	1217	60-1004
ENSG00000170890.14	ENST00000549767.1	PLA2G1B	562	127-486
ENSG00000135097.7	ENST00000257552.7	MSI1	2959	74-1162
ENSG00000111775.3	ENST00000229379.3	COX6A1	537	15-344
ENSG00000111780.8	ENST00000551806.1	AL021546.1	552	1-505
ENSG00000170855.4	ENST00000546954.2	TRIAP1	1151	13-243
ENSG00000257218.6	ENST00000551765.6	GATC	4238	38-448
ENSG00000111786.9	ENST00000229390.8	SRSF9	1152	140-805
ENSG00000088986.11	ENST00000550845.5	DYNLL1	1376	125-328
ENSG00000110871.15	ENST00000288532.11	COQ5	1506	18-1001
ENSG00000022840.16	ENST00000325954.9	RNF10	3814	457-2892
ENSG00000288623.1	ENST00000675818.1	AC063943.3	261	1-261
ENSG00000167272.11	ENST00000357500.5	POP5	1086	41-532
ENSG00000157782.9	ENST00000453000.1	CABP1	1857	513-1433
ENSG00000110917.8	ENST00000228506.8	MLEC	6341	149-1027
ENSG00000175970.11	ENST00000344651.5	UNC119B	4381	18-773
ENSG00000122971.9	ENST00000242592.9	ACADS	1859	61-1299
ENSG00000157837.16	ENST00000353487.7	SPPL3	4135	492-1646
ENSG00000135100.18	ENST00000257555.11	HNF1A	3442	227-2122
ENSG00000157895.11	ENST00000288757.7	C12orf43	4469	14-802
ENSG00000135114.12	ENST00000257570.9	OASL	3266	272-1816
ENSG00000089041.17	ENST00000328963.10	P2RX7	5113	96-1883
